License_Number,Hospital_Name,Year,City,FICA,State_Unemployment_Compensation,Worker_s_Compensation,Group_Health_Insurance,Group_Life_Insurance,Pension___Retirement,Other_Employee_Benefits,Total_Employee_Benefits,Building_Rent_Lease,Equipment_Rent_Lease,Total_Rent_Lease,Fixed_Assets_Depreciation_Expense_Beginning_Balance_Land,Fixed_Assets_Additions_Land,Fixed_Assets_Retirememts_Land,Fixed_Assets_Ending_Balance_Land,Fixed_Assets_Beginning_Balance_Land_Improvements,Fixed_Assets_Additions_Land_Improvements,Fixed_Assets_Retirememts_Land_Improvements,Fixed_Assets_Ending_Balance_Land_Improvements,Fixed_Assets_Beginning_Balance_Buildings,Fixed_Assets_Additions_Buildings,Fixed_Assets_Retirememts_Buildings,Fixed_Assets_Ending_Balance_Buildings,Fixed_Assets_Beginning_Balance_Fixed_Equip_Building_Service,Fixed_Assets_Additions_Fixed_Equipment_Building_Service,Fixed_Assets_Retirememts_Fixed_Equipment_Building_Service,Fixed_Assets_Ending_Balance_Fixed_Equip_Building_Services,Fixed_Assets_Beginning_Balance_Fixed_Equipment_Other,Fixed_Assets_Additions_Fixed_Equipment_Other,Fixed_Assets_Retirememts_Fixed_Equipment_Other,Fixed_Assets_Ending_Balance_Fixed_Equipment_Other,Fixed_Assets_Beginning_Balance_Equipment_Major_Moveable,Fixed_Assets_Additions_Equipment_Major_Moveable,Fixed_Assets_Retirememts_Equipment_Major_Moveable,Fixed_Assets_Ending_Balance_Equipment_Major_Moveable,Fixed_Assets_Beginning_Balance_Equipment_Minor_Moveable,Fixed_Assets_Additions_Equipment_Minor_Moveable,Fixed_Assets_Retirememts_Equipment_Minor_Moveable,Fixed_Assets_Ending_Balance_Equipment_Minor_Moveable,Fixed_Assets_Beginning_Balance_Leasehold_Improvements,Fixed_Assets_Additions_Leasehold_Improvements,Fixed_Assets_Retirememts_Leasehold_Improvements,Fixed_Assets_Ending_Balance_Leasehold_Improvements,Fixed_Assets_Beginning_Balance_Construction_in_Progress,Fixed_Assets_Additions_Construction_in_Progress,Fixed_Assets_Retirememts_Construction_in_Progress,Fixed_Assets_Ending_Balance_Construction_in_Progress,Fixed_Assets_Total_Beginning_Balance,Fixed_Assets_Total_Additions,Fixed_Assets_Total_Retirememts,Fixed_Assets_Total_Ending_Balance,Accumulated_Depreciation_Beginning_Balance_Land,Accumulated_Depreciation_Provision_Land,Accumulated_Depreciation_Retirements_Land,Accumulated_Depreciation_Ending_Balance_Land,Accumulated_Depreciation_Beginning_Balance_Land_Improvements,Accumulated_Depreciation_Provision_Land_Improvements,Accumulated_Depreciation_Retirements_Land_Improvements,Accumulated_Depreciation_Ending_Balance_Land_Improvements,Accumulated_Depreciation_Beginning_Balance_Buildings,Accumulated_Depreciation_Provision_Buildings,Accumulated_Depreciation_Retirements_Buildings,Accumulated_Depreciation_Ending_Balance_Buildings,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Building_Services,Accumulated_Depreciation_Provision_Fixed_Equip_Building_Services,Accumulated_Depreciation_Retirements_Fixed_Equip_Building_Services,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Building_Services,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Other,Accumulated_Depreciation_Provision_Fixed_Equip_Other,Accumulated_Depreciation_Retirements_Fixed_Equip_Other,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Other,Accumulated_Depreciation_Beginning_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Provision_Equipment_Major_Moveable,Accumulated_Depreciation_Retirements_Equipment_Major_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Beginning_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Provision_Equipment_Minor_Moveable,Accumulated_Depreciation_Retirements_Equipment_Minor_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Beginning_Balance_Leasehold_Improvements,Accumulated_Depreciation_Provision_Leasehold_Improvements,Accumulated_Depreciation_Retirements_Leasehold_Improvements,Accumulated_Depreciation_Ending_Balance_Leasehold_Improvements,Accumulated_Depreciation_Beginning_Balance_Construction_in_Progress,Accumulated_Depreciation_Provision_Construction_in_Progress,Accumulated_Depreciation_Retirements_Construction_in_Progress,Accumulated_Depreciation_Ending_Balance_Construction_in_Progress,Accumulated_Depreciation_Total_Beginning_Balance,Accumulated_Depreciation_Total_Provision,Accumulated_Depreciation_Total_Retirements,Total_Ending_Balance,Total_Insurance_Malpractice,Total_Insurance_Other,Total_Insurance,License_Fees,Taxes_Other_than_Income,Other_Licenses___Taxes,Total_Licenses___Taxes,Total_Interest_Working_Cap,Total_Interest_Other,Total_Interest_Expense,Provision_for_Bad_Debt,Medicare_Contractuals_,Medicaid_Contractuals,Workers_Comp_,Other_Government_Programs,Negotiated_Rate_,Other_Contractuals,Total_Contractual_Adjustments,Number_of_Charity_Care_Patients_,Total_Charity_Care,Other_Deductions,Total_Deductions_from_Revenue
193,MOUNT CARMEL HOSPITAL,2020,Colville,1318273,75929,-25735,0,0,362754,47163,1778384,67269,107714,174983,169015,0,0,169015,3486637,0,0,3486637,39941673,70930,0,40012603,0,0,0,0,1054204,0,0,1054204,14174902,196365,0,14371267,0,0,0,0,26134,0,0,26134,274067,44037,-27400,290704,59126632,311332,-27400,59410564,0,0,0,0,3489382,1860,0,3491242,16376880,1050244,0,17427124,0,0,0,0,811485,53878,0,865363,12132841,517835,0,12650676,0,0,0,0,0,0,0,0,0,0,0,0,32810588,32810588,32810588,98431764,0,75,75,3163,373570,0,376733,7006,1071481,1078487,1274736,29104770,15358423,818254,3532142,4224098,-19242,53018445,318,1439693,0,55732874
194,PROVIDENCE ST JOSEPH HOSPITAL,2020,Chewelah,531056,20955,-9819,0,0,141805,5355,689352,0,63336,63336,164422,0,0,164422,274692,0,0,274692,5505470,14072,0,5519542,0,0,0,0,2102471,0,0,2102471,6531892,0,0,6531892,0,0,0,0,0,0,0,0,24043,33816,-15000,42859,14602990,47888,-15000,14635878,0,0,0,0,247377,5854,0,253231,4574026,133504,0,4707530,0,0,0,0,2060142,18552,0,2078694,5955640,157437,0,6113077,0,0,0,0,0,0,0,0,0,0,0,0,12837185,12837185,12837185,38511555,0,0,0,6755,88416,0,95171,1348,172306,173654,456195,9006845,4593740,277798,777860,1209305,-12376,15853172,173,741644,0,17051011
195,Snoqualmie Valley Hospital,2020,Snoqualmie Vall,1326715,109101,209800,2067407,21801,156414,108072,3999310,0,814889,814889,14631178,0,0,14631178,11955882,17909,0,11973791,32029211,421498,0,32450709,6074301,6506,0,6080807,0,0,0,0,6348953,1098677,0,7447630,0,0,0,0,0,0,0,0,0,1736335,0,1736335,71039525,3280925,0,74320450,0,0,0,0,3593737,737542,0,4331279,8700299,1596528,0,10296827,1976376,419299,0,2395675,4962067,438531,0,5400598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19232479,19232479,19232479,57697437,85432,84534,169966,35109,275445,0,310554,0,6100476,6100476,513523,6628731,1146554,356640,42283,8219234,0,16393442,0,589485,27911,17524361
197,Capital Medical Center,2020,Olympia,2549495,180400,389751,2996157,-9648,0,442605,6548760,705922,2481128,3187050,3160000,0,0,3160000,710000,0,0,710000,38437221,0,0,38437221,0,0,0,0,21106338,198687,0,21305025,13488264,999268,0,14487532,7501032,232683,0,7733715,4521546,0,0,4521546,716299,-224321,0,491978,89640700,1206317,0,90847017,0,0,0,0,325416,88750,0,414166,5982709,1736481,0,7719190,0,0,0,0,2492505,1047286,0,3539791,5953969,1809974,0,7763943,2240201,890133,0,3130334,1238528,314554,0,1553082,0,0,0,0,18233328,18233328,18233328,54699984,587533,92966,680499,0,685198,3841514,4526712,0,9985577,9985577,3177120,156904983,3855869,4771352,14519254,0,248858146,428909604,0,3945249,0,436031973
198,Astria Sunnyside Hospital,2020,Sunnyside,1983787,802534,213043,1896215,0,1009759,14912,5920250,1013330,600437,1613767,1057687,0,0,1057687,1564552,0,0,1564552,25465391,0,0,25465391,3922094,0,0,3922094,0,0,0,0,18901707,6400286,0,25301993,0,0,0,0,114060,0,0,114060,20666814,0,6731917,27398731,71692305,6400286,6731917,84824508,0,0,0,0,1262919,22910,0,1285829,14858544,515042,0,15373586,2360773,92062,0,2452835,0,0,0,0,19209177,2016659,0,21225836,0,0,0,0,256285,0,0,256285,0,0,0,0,37947698,37947698,37947698,113843094,1052750,73081,1125831,20578,1050177,0,1070755,354498,20896,375394,2659680,103850316,59318548,4986700,0,30262126,0,198417690,0,3893278,0,204970648
199,ASTRIA TOPPENISH HOSPITAL,2020,Toppenish,1120693,85325,3176559,-2345424,0,454731,0,2491884,371024,19630,390654,550000,0,0,550000,26953,0,0,26953,6744017,1214242,0,7958259,82397,282775,0,365172,0,0,0,0,1595897,-280257,0,1315640,233940,154136,0,388076,0,0,0,0,1207200,-1152123,0,55077,10440404,218773,0,10659177,0,0,0,0,863,1221,0,2084,1043497,319715,0,1363212,0,284579,0,284579,0,0,0,0,991448,-250511,0,740937,-28377,198467,0,170090,0,0,0,0,0,0,0,0,2007431,2007431,2007431,6022293,70740,106773,177513,0,42244,1028447,1070691,0,1328423,1328423,3852695,14833948,51540531,0,0,0,34202226,100576705,0,614309,0,105043709
201,St. Francis Hospital,2020,Federal Way,7371020,385514,599228,11936814,238372,5166319,1274936,26972203,6187772,1238566,7426338,7206097,0,0,7206097,2932921,0,0,2932921,62428182,2054255,0,64482437,21682302,968361,0,22650663,0,0,0,0,114086139,5391859,2686893,122164891,0,0,0,0,14806020,1746883,358140,16911043,2231661,3731645,4797552,10760858,225373322,13893003,7842585,247108910,0,0,0,0,2153906,110493,0,2264399,21509537,2452978,-10184,23952331,16378578,606178,-17578,16967178,0,0,0,0,83915027,8966499,492960,93374486,0,0,0,0,8738674,1469442,-274310,9933806,0,0,0,0,132695722,132695722,132695722,398087166,2713401,82238,2795639,134057,8993681,0,9127738,68688,0,68688,-5866431,473369966,286647699,0,35235590,270901965,19983055,1086138275,13214,44074316,0,1124346160
202,Regional Hospital for Respiratory & Complex Care,2020,Seattle,268223,0,29020,411300,3302,246821,15898,974564,291253,9788,301041,0,0,0,0,0,0,0,0,405116,0,405116,810232,0,0,0,0,8334,0,8334,16668,3934546,0,3934546,7869092,0,0,0,0,0,0,0,0,0,0,0,0,4347996,0,4347996,8695992,0,0,0,0,0,0,0,0,183724,22966,206690,413380,1667,0,1667,3334,6112,555,6667,13334,2832481,220062,3052543,6105086,0,0,0,0,0,0,0,0,0,0,0,0,3023984,3023984,3023984,9071952,48300,-30976,17324,6297,-349637,0,-343340,0,0,0,327058,0,5144945,1494331,0,3388412,0,10027688,3,4117,0,10358863
204,Fred Hutchinson Cancer Center,2020,Seattle,10576761,463893,-131894,16006176,362326,8112085,3303353,38692700,13420653,1249338,14669991,19961534,0,0,19961534,8204246,88044,0,8292290,107526330,21042385,69626,128638341,40922318,4954346,0,45876664,4061520,985438,36392,5083350,7850436,198677,28960,8078073,98273089,14586132,1375564,114234785,14266700,14583678,0,28850378,35621512,-5008322,0,30613190,336687685,51430378,1510542,389628605,0,0,0,0,6135229,355999,0,6491228,51227901,5338290,1812,56568003,28240752,2290686,653,30532091,1827382,436531,25329,2289242,6383920,1629418,1423415,9436753,67536716,9180271,0,76716987,7614200,2378749,0,9992949,0,0,0,0,168966100,168966100,168966100,506898300,1248994,0,1248994,-287031,3881018,0,3593987,0,3312129,3312129,1972927,324232131,104848038,0,0,0,194473690,623553859,2420,15745775,0,641272561
205,Confluence Health: Wenatchee Valley Hospital,2020,Wenatchee,5232761,313959,564542,14132287,52710,3654860,1639218,25590337,8251738,152272,8404010,123086,116908,0,239994,129369,0,-289123,-159754,287380,364393,0,651773,3217436,303841,112812,3634089,4436456,80388,288026,4804870,17280289,643254,645174,18568717,0,0,0,0,0,0,0,0,6563543,3859278,0,10422821,32037559,5368062,756889,38162510,0,0,0,0,20568,29677,-122077,-71832,73880,6000,0,79880,636163,208017,17503,861683,1841508,508967,11022,2361497,10403424,1605835,145055,12154314,0,0,0,0,0,0,0,0,0,0,0,0,12975543,12975543,12975543,38926629,2046556,412203,2458759,25548,2650435,0,2675983,1040011,0,1040011,4316512,130780382,52307747,5408538,467509,4316512,35204608,228485296,4174,3606825,-558720,235849913
206,PeaceHealth United General Medical Center,2020,Sedro-Woolley,1738318,16604,107463,2949754,18903,1235756,226567,6293365,1332553,379623,1712176,115603655,9604330,0,125207985,26747734,885356,0,27633090,1482077363,27043814,12524,1509133701,0,0,0,0,239837880,34433347,0,274271227,930731617,111289292,38308651,1080329560,0,0,0,0,57735524,9723132,0,67458656,151440475,-57880354,0,93560121,3004174248,135098917,38321175,3177594340,0,0,0,0,19814046,1017608,0,20831654,869802365,42231544,0,912033909,0,0,0,0,149665328,10798350,0,160463678,664166372,82097178,36994530,783258080,0,0,0,0,36334204,2783145,0,39117349,0,0,0,0,1739782315,1739782315,1739782315,5219346945,174456,128288,302744,51610,385700,0,437310,0,0,0,2090439,46210724,19763348,784254,2139361,14707615,-1792254,81813048,6075,5487435,410141,89801063
207,SKAGIT REGIONAL HEALTH,2020,MT. VERNON,12337517,749608,3252790,16586307,361778,8462581,3520237,45270818,6816676,2016519,8833195,11712330,0,0,11712330,7320272,13783,0,7334055,135080249,144945,56357,135281551,0,0,0,0,23335915,503905,612276,24452096,132147101,6234776,8154340,146536217,2165698,0,0,2165698,9856431,409184,0,10265615,681273,129728,0,811001,322299269,7436321,8822973,338558563,0,0,0,0,3975624,262666,0,4238290,66841905,5012558,51945,71906408,0,0,0,0,19688664,587067,611375,20887106,79313154,10118255,8092868,97524277,1826496,339202,0,2165698,5528702,649855,0,6178557,0,0,0,0,177174545,177174545,177174545,531523635,5421943,1142195,6564138,-1281264,2538559,0,1257295,0,5655087,5655087,11578249,468570221,188472567,9479988,49960074,167477693,1490542,885451085,3839,10235386,0,907264720
209,St. Anthony Hospital,2020,Gig Harbor,4632142,542478,748918,7306837,147636,3182853,368462,16929326,3841157,553272,4394429,3531776,0,0,3531776,2067270,0,0,2067270,134516969,0,0,134516969,15859864,14045,33974,15907883,1120173,-8574,0,1111599,78299796,-694051,-298053,77307692,0,0,0,0,9821119,879063,-220931,10479251,260409,188968,0,449377,245477376,379451,-485010,245371817,0,0,0,0,807266,86929,0,894195,53172551,4140556,0,57313107,2140235,1064263,-1704,3202794,762027,25899,-6208,781718,62085097,5036479,1332723,68454299,0,0,0,0,6967357,649175,-307388,7309144,0,0,0,0,125934533,125934533,125934533,377803599,1663204,64484,1727688,0,5086009,0,5086009,0,27000,27000,-833224,390299954,118073323,0,0,0,220220207,728593484,4482,14271715,9394993,751426968
210,Swedish Issaquah,2020,Issaquah,4707883,0,0,0,0,4465451,207985,9381319,2757975,230000,2987975,46315058,0,0,46315058,2123130,0,0,2123130,305249753,731936,0,305981689,0,0,0,0,618892,1430400,0,2049292,93752217,6481339,-668746,99564810,0,0,0,0,0,0,0,0,10268959,-5690471,-702984,3875504,458328009,2953204,-1371730,459909483,0,0,0,0,380394,106156,0,486550,82922052,11600258,-14093,94508217,0,0,0,0,351555,91426,0,442981,82907988,3152818,-757614,85303192,0,0,0,0,0,0,0,0,0,0,0,0,166561989,166561989,166561989,499685967,0,0,0,117103,6859888,0,6976991,-2385272,13953528,11568256,7595564,221796970,57343961,4275853,11866042,202395411,2179798,499858035,416,8572963,0,516026562
211,PeaceHealth Peace Island Medical Center,2020,Friday Harbor,560503,1833,62907,850818,6285,524600,75594,2082540,0,102429,102429,115603655,9604330,0,125207985,26747734,885356,0,27633090,1482077363,27043814,12524,1509133701,0,0,0,0,239837880,34433347,0,274271227,930731617,111289292,38308651,1080329560,0,0,0,0,57735524,9723132,0,67458656,151440475,-57880354,0,93560121,3004174248,135098917,38321175,3177594340,0,0,0,0,19814046,1017608,0,20831654,869802365,42231544,0,912033909,0,0,0,0,149665328,10798350,0,160463678,664166372,82097178,36994530,783258080,0,0,0,0,36334204,2783145,0,39117349,0,0,0,0,1739782315,1739782315,1739782315,5219346945,85668,45432,131100,18359,132641,0,151000,0,0,0,260931,7270135,3042239,37005,158214,2262769,-313531,12456831,2384,1299429,68387,14085578
212,MultiCare Covington Medical Center,2020,Covington,1915916,0,0,3114516,0,0,2672517,7702949,131340,120749,252089,0,0,0,0,0,0,0,0,115195934,1426588,0,116622522,0,0,0,0,0,0,0,0,23233557,1505651,0,24739208,0,0,0,0,11721,0,0,11721,0,0,0,0,138441212,2932239,0,141373451,0,0,0,0,0,0,0,0,8274228,3264991,0,11539219,0,0,0,0,0,0,0,0,15368632,1990538,0,17359170,0,0,0,0,11721,0,0,11721,0,0,0,0,23654581,23654581,23654581,70963743,855199,0,855199,21386,972393,0,993779,0,3446095,3446095,4071030,58427805,77343249,2014164,5930229,0,63808452,207523899,3858,9368651,1825999,222789579
919,Navos,2020,Seattle,922676,149382,96498,1078311,0,253168,93146,2593181,0,1076,1076,13804850,0,0,13804850,784944,23401,0,808345,42200508,678782,0,42879290,0,0,0,0,7199325,2015663,208906,9423894,0,0,0,0,0,0,0,0,0,0,0,0,1976713,1114742,2779913,5871368,65966340,3832588,2988819,72787747,0,0,0,0,342574,42740,0,385314,5816173,1229972,0,7046145,0,0,0,0,0,0,0,0,121387,8623,0,130010,0,0,0,0,4453835,972125,208906,5634866,0,0,0,0,10733969,10733969,10733969,32201907,122776,23485,146261,0,145227,0,145227,0,76286,76286,0,7638592,20611097,0,0,0,0,28249689,120,344837,5855316,34449842
921,Cascade Behavioral Hospital,2020,Tukwila,1523174,153459,586415,1578297,243,117650,88143,4047381,0,86128,86128,3880000,0,0,3880000,764901,0,0,764901,5591000,0,0,5591000,16326222,363100,0,16689322,0,0,0,0,1126452,194543,0,1320995,0,0,0,0,0,0,0,0,1263135,351407,0,1614542,28951710,909050,0,29860760,0,0,0,0,450590,76490,0,527080,1133731,186367,0,1320098,4595649,1144173,0,5739822,0,0,0,0,692534,157071,0,849605,0,0,0,0,0,0,0,0,0,0,0,0,6872504,6872504,6872504,20617512,406156,57936,464092,78702,2306827,0,2385529,0,0,0,1260765,21635136,27833097,30303,1093453,6938096,807214,58337299,0,50952,241510,59890526
926,Inland Northwest Behavioral Health,2020,Spokane,868440,59050,412304,323719,36265,142897,378131,2220806,0,2168,2168,4759217,0,0,4759217,1099025,55011,0,1154036,32290938,243461,0,32534399,2048380,4284,0,2052664,0,0,0,0,1617467,566716,4787,2188970,0,0,0,0,0,0,0,0,-7181,7181,0,0,41807846,876653,4787,42689286,0,0,0,0,91585,81520,0,173105,1636499,1333989,0,2970488,490100,393548,0,883648,0,0,0,0,447525,517798,1277,966600,0,0,0,0,0,0,0,0,0,0,0,0,2665709,2665709,2665709,7997127,71906,40954,112860,45867,670330,0,716197,0,0,0,774221,4485580,1050494,0,11687958,2119652,3320029,22663713,228,486542,117209,24041685
928,South Sound Behavioral Hospital,2020,Lacey,674434,99669,57351,724400,42789,32792,27902,1659337,1361885,0,1361885,0,0,0,0,0,0,0,0,28524518,136226,0,28660744,98994,0,0,98994,0,0,0,0,961120,397746,0,1358866,0,0,0,0,0,0,0,0,0,0,0,0,29584632,533972,0,30118604,0,0,0,0,0,0,0,0,364493,734367,0,1098860,3300,6600,0,9900,0,0,0,0,69075,200128,0,269203,0,0,0,0,0,0,0,0,0,0,0,0,436868,436868,436868,1310604,130525,22870,153395,16037,422970,0,439007,0,0,0,154865,5010285,8372860,0,1011343,2542092,2087809,19024389,17,98265,-408581,18868938
1,Swedish Health Services DBA Swedish Medical Cent,2021,Seattle,27658015,0,7733,0,0,27865075,1730835,57261658,30164181,4972258,35136439,130990502,0,0,130990502,1105316,0,0,1105316,271350142,25182364,0,296532506,0,0,0,0,24712476,60238,0,24772714,222169175,8146604,678334,230994113,0,0,0,0,20131629,0,0,20131629,151407397,-42440495,-46031642,62935260,821866637,-9051289,-45353308,767462040,0,0,0,0,15237124,631714,0,15868838,106811183,15251483,0,122062666,0,0,0,0,6674084,2557769,0,9231853,171628286,20930095,1484798,194043179,0,0,0,0,0,0,0,0,0,0,0,0,300350677,300350677,300350677,901052031,0,0,0,1231056,35916534,0,37147590,-1431045,20709683,19278638,-4768060,1394777732,644422106,13035172,72131253,1065064633,54326076,3243756972,913,30554485,0,3269543397
3,Swedish Health Services DBA Swedish Medical Cente,2021,Seattle,9723493,0,0,0,0,9667793,-540896,18850390,5944893,869047,6813940,37000000,0,0,37000000,0,0,0,0,152019368,21205,0,152040573,10765212,-42455,0,10722757,0,0,0,0,117221851,6352834,-580399,122994286,0,0,0,0,8368987,0,0,8368987,2902802,-6331585,-4295295,-7724078,328278220,-1,-4875694,323402525,0,0,0,0,8020701,103682,0,8124383,83308329,9108148,0,92416477,0,0,0,0,3699256,817521,0,4516777,93808971,6813246,523421,101145638,0,0,0,0,0,0,0,0,0,0,0,0,188837257,188837257,188837257,566511771,0,0,0,295516,13376425,0,13671941,-346250,2943636,2597386,-4592479,793579331,168823347,4258806,41489063,304782636,12381159,1325314342,445,15916942,0,1336638805
8,Klickitat County Public Hospital District #1,2021,Goldendale,1144421,72722,167925,1565237,21026,380301,20525,3372157,0,393935,393935,203706,0,0,203706,1771953,186009,0,1957962,13657778,282722,0,13940500,6932383,81000,3072,7016455,362010,325859,877111,1564980,7293567,0,0,7293567,0,0,0,0,0,0,0,0,335643,1175965,719509,2231117,30557040,2051555,1599692,34208287,0,0,0,0,0,0,0,0,8096203,382965,3113,8482281,4761930,376256,0,5138186,233605,20552,3072,257229,5668074,618653,911394,7198121,0,0,0,0,1430422,89900,0,1520322,0,0,0,0,20190234,20190234,20190234,60570702,141645,117328,258973,41540,0,0,41540,0,181985,181985,1199697,10580516,2921323,8982,0,0,8293988,21804809,0,594643,0,23599149
10,Virginia Mason Medical Center,2021,Seattle,19530927,-489019,825956,20588185,276642,12836977,5282346,58852014,9015975,3468013,12483988,40811933,97710828,0,138522761,3302781,0,2965859,6268640,678913179,0,365527956,1044441135,44475860,0,44475860,88951720,3797270,0,350322,4147592,404220504,0,324904763,729125267,21443009,0,15612950,37055959,27952894,292254,0,28245148,18636447,0,4917597,23554044,1243553877,98003082,758755307,2100312266,0,0,0,0,1359743,8480,1352136,2720359,270477591,6668395,270083099,547229085,38540916,0,38540916,77081832,3797270,234188,3797270,7828728,326873369,10050882,327111106,664035357,18922511,948814,18921246,38792571,15287996,1300549,15287996,31876541,0,0,0,0,675259396,675259396,675259396,2025778188,3645565,1588246,5233811,515132,10876889,0,11392021,5833402,0,5833402,8278487,393736256,70775410,0,12496942,80044407,242540026,799593041,0,10626218,5115301,823613047
14,Seattle Children's Hospital,2021,Seattle,50938781,1953852,5228452,86828702,0,28551421,6563247,180064455,31288702,1215200,32503902,221166313,0,0,221166313,14761106,50486,0,14811592,1336321226,50544597,288944,1387154767,0,0,0,0,65148098,3367999,4205,68520302,591875211,150120415,76025890,818021516,0,0,0,0,72724156,28178149,812534,101714839,429480071,309770180,236567825,975818076,2731476181,542031826,313699398,3587207405,0,0,0,0,9015366,776429,0,9791795,459510290,50479908,287062,510277260,0,0,0,0,31134166,3467803,4205,34606174,423188062,63974212,73029861,560192135,0,0,0,0,26522358,7185864,712542,34420764,0,0,0,0,949370242,949370242,949370242,2848110726,1159563,70177334,71336897,0,50891969,0,50891969,0,18422253,18422253,972274,35426885,1035249772,0,26299168,336128540,0,1433104365,0,19793319,17166269,1471036227
20,Kaiser Permanente Central Hospital,2021,Seattle,0,0,0,0,0,0,9667876,9667876,0,78496,78496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12932112,3265148,0,16197260,15500,0,0,15500,0,0,0,0,0,0,0,0,12947612,3265148,0,16212760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4604500,1146937,0,5751437,15500,-9400,0,6100,0,0,0,0,0,0,0,0,4620000,4620000,4620000,13860000,0,0,0,7942,0,0,7942,0,0,0,866248,0,0,0,0,0,0,0,2532,1453722,0,2319970
21,Newport Hospital & Health Services,2021,Newport,1710298,50864,303280,2884736,0,1005778,69748,6024704,0,90971,90971,826321,8078,0,834399,2485123,0,0,2485123,24285248,238207,0,24523455,7422588,31149,0,7453737,0,0,0,0,11458402,567223,405248,12430873,0,0,0,0,0,0,0,0,49522,8516318,2783220,11349060,46527204,9360975,3188468,59076647,0,0,0,0,855784,172626,0,1028410,13849597,976010,0,14825607,1578499,487803,0,2066302,0,0,0,0,8240786,878549,387450,9506785,0,0,0,0,0,0,0,0,0,0,0,0,24524666,24524666,24524666,73573998,229498,147710,377208,205400,0,0,205400,0,409123,409123,492503,10070781,6591524,300136,0,0,4671214,21633655,451,178996,-91449,22213705
23,Three Rivers Hospital,2021,Brewster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PeaceHealth St John Medical Center,2021,Longview,8221759,247236,703608,15240260,102315,7863125,1021484,33399787,589701,556546,1146247,3531052,0,0,3531052,2712760,0,0,2712760,169414866,604504,0,170019370,0,0,0,0,26424686,768948,0,27193634,64214063,4191907,657269,69063239,0,0,0,0,2024499,4262,0,2028761,327074,6853635,0,7180709,268649000,12423256,657269,281729525,0,0,0,0,2225374,55460,0,2280834,114668000,4938637,0,119606637,0,0,0,0,11788739,1432819,128078,13349636,51319337,3798542,586625,55704504,0,0,0,0,559334,233032,0,792366,0,0,0,0,180560784,180560784,180560784,541682352,1613138,664866,2278004,329195,6836669,0,7165864,0,34310,34310,6798538,350452380,192053268,5198752,23347904,50285073,3029056,624366433,8365,16037573,-244379,646958165
29,Harborview Medical Center,2021,Seattle,28359973,428374,2685444,62480453,0,45990013,2510486,142454743,12100085,3493496,15593581,2432095,0,0,2432095,7377555,0,0,7377555,416312678,32348290,82190,448743158,121240381,7101707,0,128342088,0,0,0,0,187099415,4482170,1524447,193106032,0,0,0,0,12269134,1589306,4060,13862500,37488977,-31700038,0,5788939,784220235,13821435,1610697,799652367,0,0,0,0,4375312,300861,0,4676173,228202867,14758119,47822,243008808,115164315,2795775,0,117960090,0,0,0,0,143194570,12040254,1110824,156345648,0,0,0,0,7004234,862144,2735,7869113,0,0,0,0,497941298,497941298,497941298,1493823894,10263615,1475793,11739408,651742,29490,1826293,2507525,0,0,0,29964974,634082402,633862406,0,0,0,415746779,1683691587,10416,88173921,0,1801830482
32,St.Joseph Medical Center,2021,Tacoma,21268953,917754,2914950,36808821,509733,14105560,974191,77499962,13060514,5274064,18334578,7877315,0,0,7877315,4412190,0,0,4412190,122860258,0,0,122860258,64040350,752014,0,64792364,82629944,498580,1281,83129805,297022765,10269419,10609037,317901221,0,0,0,0,53590291,6936996,96953,60624240,11033589,860466,0,11894055,643466702,19317475,10707271,673491448,0,0,0,0,3650110,124671,0,3774781,76403910,2028707,0,78432617,23474750,4263627,1411,27739788,67045226,1951872,3914,69001012,240689558,27238151,20699042,288626751,0,0,0,0,26263963,4181091,117094,30562148,0,0,0,0,437527517,437527517,437527517,1312582551,6942576,885712,7828288,375974,30933495,0,31309469,0,58764,58764,23452889,1425743094,598164876,0,129823141,580958802,44848453,2779538366,10816,29596275,25731875,2858319405
